,zones,catetgory,place,within,Value
5503,Vuchtpolder,Childcare,Daycare centres,Within 5 km,23.4
5505,Vuchtpolder,Childcare,Out-of-school care,Within 1 km,0.1
5506,Vuchtpolder,Childcare,Out-of-school care,Within 3 km,3.1
5507,Vuchtpolder,Childcare,Out-of-school care,Within 5 km,19.4
5510,Vuchtpolder,Education,Primary education,Within 1 km,0.0
5511,Vuchtpolder,Education,Primary education,Within 3 km,1.4
5512,Vuchtpolder,Education,Primary education,Within 5 km,12.5
5542,Vuchtpolder,Health and well-being,General Practitioner's Practice,Within 1 km,0.1
5543,Vuchtpolder,Health and well-being,General Practitioner's Practice,Within 3 km,0.6
5544,Vuchtpolder,Health and well-being,General Practitioner's Practice,Within 5 km,7.9
5546,Vuchtpolder,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,3.0
5547,Vuchtpolder,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5548,Vuchtpolder,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,0.1
5550,Vuchtpolder,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.0
5551,Vuchtpolder,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
5552,Vuchtpolder,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,0.1
5558,Vuchtpolder,Hospitality,Cafes etc.,Within 1 km,0.1
5559,Vuchtpolder,Hospitality,Cafes etc.,Within 3 km,0.6
5560,Vuchtpolder,Hospitality,Cafes etc.,Within 5 km,11.6
5562,Vuchtpolder,Hospitality,Cafeterias etc.,Within 1 km,0.2
5563,Vuchtpolder,Hospitality,Cafeterias etc.,Within 3 km,1.5
5564,Vuchtpolder,Hospitality,Cafeterias etc.,Within 5 km,24.1
5566,Vuchtpolder,Hospitality,Hotels etc.,Within 10 5km,19.0
5567,Vuchtpolder,Hospitality,Hotels etc.,Within 20 km,42.3
5568,Vuchtpolder,Hospitality,Hotels etc.,Within 5 km,1.8
5570,Vuchtpolder,Hospitality,Restaurants,Within 1 km,1.3
5571,Vuchtpolder,Hospitality,Restaurants,Within 3 km,6.7
5572,Vuchtpolder,Hospitality,Restaurants,Within 5 km,33.5
5574,Vuchtpolder,Leisure and culture,Cinema,Within 10 km,3.0
5575,Vuchtpolder,Leisure and culture,Cinema,Within 20 km,4.0
5576,Vuchtpolder,Leisure and culture,Cinema,Within 5 km,0.3
5579,Vuchtpolder,Leisure and culture,Museum,Within 10 km,3.1
5580,Vuchtpolder,Leisure and culture,Museum,Within 20 km,7.0
5581,Vuchtpolder,Leisure and culture,Museum,Within 5 km,1.2
5584,Vuchtpolder,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
5585,Vuchtpolder,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.4
5586,Vuchtpolder,Leisure and culture,Performing arts (excl. festivals),Within 5 km,1.2
5590,Vuchtpolder,Leisure and culture,Recreation,Within 10 km,5.2
5591,Vuchtpolder,Leisure and culture,Recreation,Within 20 km,9.0
5592,Vuchtpolder,Leisure and culture,Recreation,Within 50 km,40.2
5596,Vuchtpolder,Retail,Department store,Within 10 km,6.7
5597,Vuchtpolder,Retail,Department store,Within 20 km,15.0
5598,Vuchtpolder,Retail,Department store,Within 5 km,0.5
5601,Vuchtpolder,Retail,Grocery stores,Within 1 km,0.0
5602,Vuchtpolder,Retail,Grocery stores,Within 3 km,0.3
5603,Vuchtpolder,Retail,Grocery stores,Within 5 km,7.8
5604,Vuchtpolder,Retail,Grocery stores,Within 1 km,0.4
5605,Vuchtpolder,Retail,Grocery stores,Within 3 km,2.0
5606,Vuchtpolder,Retail,Grocery stores,Within 5 km,23.4
5611,Waterdonken,Childcare,Daycare centres,Within 1 km,1.5
5612,Waterdonken,Childcare,Daycare centres,Within 3 km,14.5
5613,Waterdonken,Childcare,Daycare centres,Within 5 km,44.4
5615,Waterdonken,Childcare,Out-of-school care,Within 1 km,0.5
5616,Waterdonken,Childcare,Out-of-school care,Within 3 km,9.6
5617,Waterdonken,Childcare,Out-of-school care,Within 5 km,37.5
5620,Waterdonken,Education,Primary education,Within 1 km,0.7
5621,Waterdonken,Education,Primary education,Within 3 km,9.0
5622,Waterdonken,Education,Primary education,Within 5 km,20.6
5652,Waterdonken,Health and well-being,General Practitioner's Practice,Within 1 km,0.7
5653,Waterdonken,Health and well-being,General Practitioner's Practice,Within 3 km,6.7
5654,Waterdonken,Health and well-being,General Practitioner's Practice,Within 5 km,16.4
5656,Waterdonken,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,3.0
5657,Waterdonken,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5658,Waterdonken,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.0
5660,Waterdonken,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.0
5661,Waterdonken,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
5662,Waterdonken,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.0
5668,Waterdonken,Hospitality,Cafes etc.,Within 1 km,0.0
5669,Waterdonken,Hospitality,Cafes etc.,Within 3 km,4.4
5670,Waterdonken,Hospitality,Cafes etc.,Within 5 km,94.0
5672,Waterdonken,Hospitality,Cafeterias etc.,Within 1 km,0.6
5673,Waterdonken,Hospitality,Cafeterias etc.,Within 3 km,17.7
5674,Waterdonken,Hospitality,Cafeterias etc.,Within 5 km,128.7
5676,Waterdonken,Hospitality,Hotels etc.,Within 10 5km,19.0
5677,Waterdonken,Hospitality,Hotels etc.,Within 20 km,40.9
5678,Waterdonken,Hospitality,Hotels etc.,Within 5 km,12.3
5680,Waterdonken,Hospitality,Restaurants,Within 1 km,0.0
5681,Waterdonken,Hospitality,Restaurants,Within 3 km,16.6
5682,Waterdonken,Hospitality,Restaurants,Within 5 km,147.8
5684,Waterdonken,Leisure and culture,Cinema,Within 10 km,3.0
5685,Waterdonken,Leisure and culture,Cinema,Within 20 km,4.0
5686,Waterdonken,Leisure and culture,Cinema,Within 5 km,2.0
5689,Waterdonken,Leisure and culture,Museum,Within 10 km,3.0
5690,Waterdonken,Leisure and culture,Museum,Within 20 km,7.7
5691,Waterdonken,Leisure and culture,Museum,Within 5 km,1.0
5694,Waterdonken,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
5695,Waterdonken,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.0
5696,Waterdonken,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
5700,Waterdonken,Leisure and culture,Recreation,Within 10 km,5.7
5701,Waterdonken,Leisure and culture,Recreation,Within 20 km,9.0
5702,Waterdonken,Leisure and culture,Recreation,Within 50 km,37.5
5706,Waterdonken,Retail,Department store,Within 10 km,7.0
5707,Waterdonken,Retail,Department store,Within 20 km,14.5
5708,Waterdonken,Retail,Department store,Within 5 km,2.5
5711,Waterdonken,Retail,Grocery stores,Within 1 km,0.0
5712,Waterdonken,Retail,Grocery stores,Within 3 km,7.1
5713,Waterdonken,Retail,Grocery stores,Within 5 km,26.8
5714,Waterdonken,Retail,Grocery stores,Within 1 km,0.0
5715,Waterdonken,Retail,Grocery stores,Within 3 km,32.7
5716,Waterdonken,Retail,Grocery stores,Within 5 km,110.5
5721,Westerpark,Childcare,Daycare centres,Within 1 km,1.9
5722,Westerpark,Childcare,Daycare centres,Within 3 km,21.8
5723,Westerpark,Childcare,Daycare centres,Within 5 km,63.4
5725,Westerpark,Childcare,Out-of-school care,Within 1 km,1.6
5726,Westerpark,Childcare,Out-of-school care,Within 3 km,19.5
5727,Westerpark,Childcare,Out-of-school care,Within 5 km,53.0
5730,Westerpark,Education,Primary education,Within 1 km,0.8
5731,Westerpark,Education,Primary education,Within 3 km,6.5
5732,Westerpark,Education,Primary education,Within 5 km,25.0
5762,Westerpark,Health and well-being,General Practitioner's Practice,Within 1 km,0.7
5763,Westerpark,Health and well-being,General Practitioner's Practice,Within 3 km,9.1
5764,Westerpark,Health and well-being,General Practitioner's Practice,Within 5 km,21.7
5766,Westerpark,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
5767,Westerpark,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5768,Westerpark,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.8
5770,Westerpark,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,4.0
5771,Westerpark,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,6.0
5772,Westerpark,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.8
5778,Westerpark,Hospitality,Cafes etc.,Within 1 km,1.6
5779,Westerpark,Hospitality,Cafes etc.,Within 3 km,86.2
5780,Westerpark,Hospitality,Cafes etc.,Within 5 km,116.4
5782,Westerpark,Hospitality,Cafeterias etc.,Within 1 km,1.7
5783,Westerpark,Hospitality,Cafeterias etc.,Within 3 km,101.9
5784,Westerpark,Hospitality,Cafeterias etc.,Within 5 km,165.5
5786,Westerpark,Hospitality,Hotels etc.,Within 10 5km,21.0
5787,Westerpark,Hospitality,Hotels etc.,Within 20 km,42.0
5788,Westerpark,Hospitality,Hotels etc.,Within 5 km,14.3
5790,Westerpark,Hospitality,Restaurants,Within 1 km,1.0
5791,Westerpark,Hospitality,Restaurants,Within 3 km,112.0
5792,Westerpark,Hospitality,Restaurants,Within 5 km,187.1
5794,Westerpark,Leisure and culture,Cinema,Within 10 km,4.0
5795,Westerpark,Leisure and culture,Cinema,Within 20 km,4.0
5796,Westerpark,Leisure and culture,Cinema,Within 5 km,2.0
5799,Westerpark,Leisure and culture,Museum,Within 10 km,3.9
5800,Westerpark,Leisure and culture,Museum,Within 20 km,10.1
5801,Westerpark,Leisure and culture,Museum,Within 5 km,1.0
5804,Westerpark,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.2
5805,Westerpark,Leisure and culture,Performing arts (excl. festivals),Within 20 km,7.0
5806,Westerpark,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
5810,Westerpark,Leisure and culture,Recreation,Within 10 km,5.0
5811,Westerpark,Leisure and culture,Recreation,Within 20 km,10.0
5812,Westerpark,Leisure and culture,Recreation,Within 50 km,38.4
5816,Westerpark,Retail,Department store,Within 10 km,7.0
5817,Westerpark,Retail,Department store,Within 20 km,15.0
5818,Westerpark,Retail,Department store,Within 5 km,4.0
5821,Westerpark,Retail,Grocery stores,Within 1 km,0.6
5822,Westerpark,Retail,Grocery stores,Within 3 km,19.3
5823,Westerpark,Retail,Grocery stores,Within 5 km,36.4
5824,Westerpark,Retail,Grocery stores,Within 1 km,2.0
5825,Westerpark,Retail,Grocery stores,Within 3 km,69.8
5826,Westerpark,Retail,Grocery stores,Within 5 km,141.1
5831,Wisselaar,Childcare,Daycare centres,Within 1 km,2.2
5832,Wisselaar,Childcare,Daycare centres,Within 3 km,13.4
5833,Wisselaar,Childcare,Daycare centres,Within 5 km,51.0
5835,Wisselaar,Childcare,Out-of-school care,Within 1 km,2.4
5836,Wisselaar,Childcare,Out-of-school care,Within 3 km,11.3
5837,Wisselaar,Childcare,Out-of-school care,Within 5 km,38.8
5840,Wisselaar,Education,Primary education,Within 1 km,2.0
5841,Wisselaar,Education,Primary education,Within 3 km,8.6
5842,Wisselaar,Education,Primary education,Within 5 km,25.2
5872,Wisselaar,Health and well-being,General Practitioner's Practice,Within 1 km,1.5
5873,Wisselaar,Health and well-being,General Practitioner's Practice,Within 3 km,6.3
5874,Wisselaar,Health and well-being,General Practitioner's Practice,Within 5 km,18.5
5876,Wisselaar,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.2
5877,Wisselaar,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5878,Wisselaar,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,0.9
5880,Wisselaar,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.2
5881,Wisselaar,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
5882,Wisselaar,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,0.9
5888,Wisselaar,Hospitality,Cafes etc.,Within 1 km,0.0
5889,Wisselaar,Hospitality,Cafes etc.,Within 3 km,8.4
5890,Wisselaar,Hospitality,Cafes etc.,Within 5 km,102.3
5892,Wisselaar,Hospitality,Cafeterias etc.,Within 1 km,1.7
5893,Wisselaar,Hospitality,Cafeterias etc.,Within 3 km,24.4
5894,Wisselaar,Hospitality,Cafeterias etc.,Within 5 km,137.9
5896,Wisselaar,Hospitality,Hotels etc.,Within 10 5km,20.2
5897,Wisselaar,Hospitality,Hotels etc.,Within 20 km,41.3
5898,Wisselaar,Hospitality,Hotels etc.,Within 5 km,11.3
5900,Wisselaar,Hospitality,Restaurants,Within 1 km,1.1
5901,Wisselaar,Hospitality,Restaurants,Within 3 km,20.8
5902,Wisselaar,Hospitality,Restaurants,Within 5 km,162.8
5904,Wisselaar,Leisure and culture,Cinema,Within 10 km,3.0
5905,Wisselaar,Leisure and culture,Cinema,Within 20 km,4.0
5906,Wisselaar,Leisure and culture,Cinema,Within 5 km,2.0
5909,Wisselaar,Leisure and culture,Museum,Within 10 km,2.6
5910,Wisselaar,Leisure and culture,Museum,Within 20 km,8.0
5911,Wisselaar,Leisure and culture,Museum,Within 5 km,1.0
5914,Wisselaar,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.9
5915,Wisselaar,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.0
5916,Wisselaar,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
5920,Wisselaar,Leisure and culture,Recreation,Within 10 km,5.0
5921,Wisselaar,Leisure and culture,Recreation,Within 20 km,10.0
5922,Wisselaar,Leisure and culture,Recreation,Within 50 km,40.8
5926,Wisselaar,Retail,Department store,Within 10 km,7.7
5927,Wisselaar,Retail,Department store,Within 20 km,15.0
5928,Wisselaar,Retail,Department store,Within 5 km,3.0
5931,Wisselaar,Retail,Grocery stores,Within 1 km,1.7
5932,Wisselaar,Retail,Grocery stores,Within 3 km,8.2
5933,Wisselaar,Retail,Grocery stores,Within 5 km,31.9
5934,Wisselaar,Retail,Grocery stores,Within 1 km,6.8
5935,Wisselaar,Retail,Grocery stores,Within 3 km,31.3
5936,Wisselaar,Retail,Grocery stores,Within 5 km,122.1
5941,Ypelaar,Childcare,Daycare centres,Within 1 km,4.2
5942,Ypelaar,Childcare,Daycare centres,Within 3 km,27.1
5943,Ypelaar,Childcare,Daycare centres,Within 5 km,59.0
5945,Ypelaar,Childcare,Out-of-school care,Within 1 km,3.6
5946,Ypelaar,Childcare,Out-of-school care,Within 3 km,24.8
5947,Ypelaar,Childcare,Out-of-school care,Within 5 km,48.9
5950,Ypelaar,Education,Primary education,Within 1 km,1.2
5951,Ypelaar,Education,Primary education,Within 3 km,9.9
5952,Ypelaar,Education,Primary education,Within 5 km,25.1
5982,Ypelaar,Health and well-being,General Practitioner's Practice,Within 1 km,1.7
5983,Ypelaar,Health and well-being,General Practitioner's Practice,Within 3 km,9.7
5984,Ypelaar,Health and well-being,General Practitioner's Practice,Within 5 km,22.3
5986,Ypelaar,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
5987,Ypelaar,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
5988,Ypelaar,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
5990,Ypelaar,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.0
5991,Ypelaar,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
5992,Ypelaar,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
5998,Ypelaar,Hospitality,Cafes etc.,Within 1 km,0.1
5999,Ypelaar,Hospitality,Cafes etc.,Within 3 km,19.5
6000,Ypelaar,Hospitality,Cafes etc.,Within 5 km,111.2
6002,Ypelaar,Hospitality,Cafeterias etc.,Within 1 km,2.3
6003,Ypelaar,Hospitality,Cafeterias etc.,Within 3 km,41.5
6004,Ypelaar,Hospitality,Cafeterias etc.,Within 5 km,153.6
6006,Ypelaar,Hospitality,Hotels etc.,Within 10 5km,18.2
6007,Ypelaar,Hospitality,Hotels etc.,Within 20 km,43.5
6008,Ypelaar,Hospitality,Hotels etc.,Within 5 km,14.4
6010,Ypelaar,Hospitality,Restaurants,Within 1 km,1.4
6011,Ypelaar,Hospitality,Restaurants,Within 3 km,53.6
6012,Ypelaar,Hospitality,Restaurants,Within 5 km,184.5
6014,Ypelaar,Leisure and culture,Cinema,Within 10 km,3.0
6015,Ypelaar,Leisure and culture,Cinema,Within 20 km,4.0
6016,Ypelaar,Leisure and culture,Cinema,Within 5 km,3.0
6019,Ypelaar,Leisure and culture,Museum,Within 10 km,2.1
6020,Ypelaar,Leisure and culture,Museum,Within 20 km,8.0
6021,Ypelaar,Leisure and culture,Museum,Within 5 km,1.0
6024,Ypelaar,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.2
6025,Ypelaar,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.0
6026,Ypelaar,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
6030,Ypelaar,Leisure and culture,Recreation,Within 10 km,6.0
6031,Ypelaar,Leisure and culture,Recreation,Within 20 km,9.4
6032,Ypelaar,Leisure and culture,Recreation,Within 50 km,34.8
6036,Ypelaar,Retail,Department store,Within 10 km,7.2
6037,Ypelaar,Retail,Department store,Within 20 km,16.1
6038,Ypelaar,Retail,Department store,Within 5 km,2.4
6041,Ypelaar,Retail,Grocery stores,Within 1 km,2.3
6042,Ypelaar,Retail,Grocery stores,Within 3 km,12.3
6043,Ypelaar,Retail,Grocery stores,Within 5 km,34.8
6044,Ypelaar,Retail,Grocery stores,Within 1 km,9.6
6045,Ypelaar,Retail,Grocery stores,Within 3 km,52.3
6046,Ypelaar,Retail,Grocery stores,Within 5 km,143.1
6051,Zandberg,Childcare,Daycare centres,Within 1 km,9.8
6052,Zandberg,Childcare,Daycare centres,Within 3 km,40.0
6053,Zandberg,Childcare,Daycare centres,Within 5 km,71.2
6055,Zandberg,Childcare,Out-of-school care,Within 1 km,7.2
6056,Zandberg,Childcare,Out-of-school care,Within 3 km,33.7
6057,Zandberg,Childcare,Out-of-school care,Within 5 km,60.8
6060,Zandberg,Education,Primary education,Within 1 km,4.4
6061,Zandberg,Education,Primary education,Within 3 km,12.7
6062,Zandberg,Education,Primary education,Within 5 km,30.5
6092,Zandberg,Health and well-being,General Practitioner's Practice,Within 1 km,1.3
6093,Zandberg,Health and well-being,General Practitioner's Practice,Within 3 km,15.1
6094,Zandberg,Health and well-being,General Practitioner's Practice,Within 5 km,27.2
6096,Zandberg,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
6097,Zandberg,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
6098,Zandberg,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
6100,Zandberg,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.7
6101,Zandberg,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.2
6102,Zandberg,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
6108,Zandberg,Hospitality,Cafes etc.,Within 1 km,6.9
6109,Zandberg,Hospitality,Cafes etc.,Within 3 km,103.1
6110,Zandberg,Hospitality,Cafes etc.,Within 5 km,116.8
6112,Zandberg,Hospitality,Cafeterias etc.,Within 1 km,16.4
6113,Zandberg,Hospitality,Cafeterias etc.,Within 3 km,136.5
6114,Zandberg,Hospitality,Cafeterias etc.,Within 5 km,173.4
6116,Zandberg,Hospitality,Hotels etc.,Within 10 5km,19.1
6117,Zandberg,Hospitality,Hotels etc.,Within 20 km,44.6
6118,Zandberg,Hospitality,Hotels etc.,Within 5 km,15.0
6120,Zandberg,Hospitality,Restaurants,Within 1 km,26.3
6121,Zandberg,Hospitality,Restaurants,Within 3 km,160.8
6122,Zandberg,Hospitality,Restaurants,Within 5 km,196.0
6124,Zandberg,Leisure and culture,Cinema,Within 10 km,3.0
6125,Zandberg,Leisure and culture,Cinema,Within 20 km,4.0
6126,Zandberg,Leisure and culture,Cinema,Within 5 km,3.0
6129,Zandberg,Leisure and culture,Museum,Within 10 km,2.2
6130,Zandberg,Leisure and culture,Museum,Within 20 km,9.8
6131,Zandberg,Leisure and culture,Museum,Within 5 km,1.0
6134,Zandberg,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.1
